consumer,origin,input,input_group,product,input_category,cropland_km2,blue_water_km3,ghg_Gt,biodiv,n_application_Tg,p_application_Tg
EU-27,LAM,"Cereals, Other",Cereals,Textiles (17),other crops,1.18334542888245e-07,1.33431317872195e-06,1.71035934379745e-07,2.1425197288553e-07,1.85577424905218e-07,2.60953329822819e-08
EU-27,LAM,Potatoes and products,Roots and tubers,Textiles (17),other crops,1.53113630086093e-07,2.2375948958159e-05,1.97456773093034e-07,5.83729535392003e-07,3.37841947330472e-07,1.00670935849067e-07
EU-27,LAM,Cassava and products,Roots and tubers,Textiles (17),other crops,1.81984082486672e-06,7.21076848440594e-07,3.59281191583906e-06,1.09263715130852e-05,2.66212245600227e-06,1.45170653911827e-06
EU-27,LAM,Sweet potatoes,Roots and tubers,Textiles (17),other crops,5.33618216120639e-08,3.94955579933826e-07,2.09528251084094e-08,2.03710534644623e-06,1.99102961354441e-08,6.00033842071201e-09
EU-27,LAM,Sugar cane,Sugar crops,Textiles (17),other crops,3.65198170170734e-05,0.00214219383811924,6.29518215533413e-05,8.66007956935107e-05,0.000191640184968291,7.30204977459119e-05
EU-27,LAM,Beans,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.63499918217259e-08,2.85818636852477e-07,2.41638242230253e-08,2.34290193617138e-07,3.95764162029636e-08,1.6597514948567e-08
EU-27,LAM,Peas,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.02251118049041e-09,3.20039547152207e-08,1.32360743089088e-09,1.35180082058577e-09,1.39362362510319e-09,5.44759936407428e-10
EU-27,LAM,"Pulses, Other and products","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.90424146354901e-08,4.04370246250107e-07,1.28571781463495e-08,1.08203936370126e-07,7.6994044285767e-08,1.48562168835358e-08
EU-27,LAM,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,4.79419639504915e-08,1.70444067823075e-05,9.69386483850881e-08,8.4741485086161e-08,4.77650738975717e-09,5.48116978278758e-08
EU-27,LAM,Soyabeans,Oil crops,Textiles (17),other crops,0.000128936612363354,8.81210991964557e-05,0.000178826560822711,0.000138637046820142,8.07237498044727e-05,0.000222761560905816
EU-27,LAM,Groundnuts,Oil crops,Textiles (17),other crops,2.60642357183221e-07,2.23595966784398e-06,2.91663605849163e-07,3.31426771460358e-07,4.71907267998528e-07,2.38844338731912e-07
EU-27,LAM,Sunflower seed,Oil crops,Textiles (17),other crops,2.09298212358933e-06,4.21863749020137e-06,8.30134994330005e-07,1.00248484438923e-06,2.83210357215043e-06,4.67082235481113e-07
EU-27,LAM,Rape and Mustardseed,Oil crops,Textiles (17),other crops,1.22356589945292e-06,0,1.59760432375878e-06,7.32667944272644e-07,3.48835620358241e-06,1.98438391075206e-06
EU-27,LAM,Olives (including preserved),Oil crops,Textiles (17),other crops,1.27699138560822e-07,3.75108670417343e-05,6.16808495034568e-08,7.13118148829863e-08,3.11430700312286e-07,6.70198458135082e-08
EU-27,LAM,"Oilcrops, Other",Oil crops,Textiles (17),other crops,1.65104964249943e-06,0.000139205761757284,1.50286675488231e-06,5.00865727284416e-06,1.40173859231981e-07,1.94839754324295e-09
EU-27,LAM,Onions,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,7.45927252317915e-13,2.9928608594155e-10,8.75722012936082e-13,3.23779326390084e-12,5.26049620842124e-12,9.92530282932068e-13
EU-27,LAM,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,3.80869921321881e-08,8.69861470592367e-07,1.88656084202991e-08,1.42287747779426e-06,5.61272037740104e-08,3.54194689360615e-08
EU-27,LAM,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,4.51453852511532e-08,1.35337596985363e-05,2.86938051141766e-08,1.76731177182997e-07,3.15510087623037e-07,5.73052973160793e-08
EU-27,LAM,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.9019007316168e-07,8.22320627399294e-06,3.74961561325866e-07,5.47536299257519e-07,8.45668244092737e-07,1.13082833383958e-07
EU-27,LAM,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.31857615041139e-07,5.34789390108678e-05,3.26119513817532e-07,5.10215648291704e-07,1.08365674800217e-06,1.06705226816733e-07
EU-27,LAM,Tea (including mate),"Coffee, tea, cocoa",Textiles (17),other crops,1.29766563255906e-11,2.41805575202548e-09,2.44961518181513e-12,4.51339435625015e-12,1.94646762689112e-13,1.92654986799434e-14
EU-27,LAM,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,3.1003008964531e-08,3.70799997103319e-07,4.10071482402633e-08,2.40851526015848e-07,0,0
EU-27,LAM,"Soft-Fibres, Other",Fibre crops,Textiles (17),fibre crops,1.47504563280414e-06,0.000248971492249979,4.35885986871519e-07,1.46871190258989e-06,0,0
EU-27,LAM,"Hard Fibres, Other",Fibre crops,Textiles (17),fibre crops,7.739092412438e-06,2.90618903118197e-05,1.8742613174509e-05,9.89781613927135e-05,0,0
EU-27,LAM,Tobacco,"Tobacco, rubber",Textiles (17),other crops,3.21593438148572e-07,4.73655024096796e-06,3.66998673284702e-07,1.01604581527024e-06,1.02546757168956e-06,3.99512809425611e-07
EU-27,LAM,Fodder crops,Fodder crops,Textiles (17),other crops,2.13545871805774e-06,2.4272299191299e-05,1.6133588953257e-06,2.51101489971283e-06,3.2107260224388e-06,9.25643823518616e-07
EU-27,LAM,Sugar (Raw Equivalent),"Sugar, sweeteners",Textiles (17),other crops,0,0,3.51681478521885e-06,0,0,0
EU-27,LAM,"Sweeteners, Other","Sugar, sweeteners",Textiles (17),other crops,0,0,4.0394163001289e-07,0,0,0
EU-27,LAM,Soyabean Oil,Vegetable oils,Textiles (17),other crops,0,0,1.84989895549165e-06,0,0,0
EU-27,LAM,Groundnut Oil,Vegetable oils,Textiles (17),other crops,0,0,1.31302234232148e-08,0,0,0
EU-27,LAM,Sunflowerseed Oil,Vegetable oils,Textiles (17),other crops,0,0,3.14299486816273e-08,0,0,0
EU-27,LAM,Rape and Mustard Oil,Vegetable oils,Textiles (17),other crops,0,0,8.73624314320321e-08,0,0,0
EU-27,LAM,Cottonseed Oil,Vegetable oils,Textiles (17),other crops,0,0,6.03141353450079e-10,0,0,0
EU-27,LAM,Olive Oil,Vegetable oils,Textiles (17),other crops,0,0,1.2448832850655e-09,0,0,0
EU-27,LAM,Maize Germ Oil,Vegetable oils,Textiles (17),other crops,0,0,7.54553189229105e-09,0,0,0
EU-27,LAM,"Oilcrops Oil, Other",Vegetable oils,Textiles (17),other crops,0,0,5.53126934374083e-07,0,0,0
EU-27,LAM,Soyabean Cake,Oil cakes,Textiles (17),other crops,0,0,8.00321038068656e-08,0,0,0
EU-27,LAM,Groundnut Cake,Oil cakes,Textiles (17),other crops,0,0,1.27473993424419e-10,0,0,0
EU-27,LAM,Sunflowerseed Cake,Oil cakes,Textiles (17),other crops,0,0,1.04086671298606e-09,0,0,0
EU-27,LAM,Rape and Mustard Cake,Oil cakes,Textiles (17),other crops,0,0,4.22437542360131e-10,0,0,0
EU-27,LAM,Cottonseed Cake,Oil cakes,Textiles (17),other crops,0,0,2.60174158985889e-10,0,0,0
EU-27,LAM,"Oilseed Cakes, Other",Oil cakes,Textiles (17),other crops,0,0,5.03302037216528e-10,0,0,0
EU-27,LAM,Wine,Alcohol,Textiles (17),other crops,0,0,2.65476416823389e-09,0,0,0
EU-27,LAM,"Beverages, Alcoholic",Alcohol,Textiles (17),other crops,0,0,3.23425897704045e-08,0,0,0
EU-27,LAM,"Alcohol, Non-Food",Ethanol,Textiles (17),other crops,0,0,1.78218067062061e-05,0,0,0
EU-27,LAM,Sheep,Live animals,Textiles (17),animal-based,0,0.000647090354522542,9.36074228034969e-05,0,0,0
EU-27,LAM,Pigs,Live animals,Textiles (17),animal-based,0,3.10211917833169e-09,1.10072620140839e-10,0,0,0
EU-27,LAM,Poultry Birds,Live animals,Textiles (17),animal-based,0,9.86240529842608e-09,1.98427448009642e-10,0,0,0
EU-27,LAM,Horses,Live animals,Textiles (17),animal-based,0,3.46256222336868e-06,2.74150366909891e-07,0,0,0
EU-27,LAM,Asses,Live animals,Textiles (17),animal-based,0,2.0123251744147e-09,0,0,0,0
EU-27,LAM,Mules,Live animals,Textiles (17),animal-based,0,1.68475462959882e-09,0,0,0,0
EU-27,LAM,Rabbits and hares,Live animals,Textiles (17),animal-based,0,1.292239597145e-08,0,0,0,0
EU-27,LAM,Milk - Excluding Butter,Milk,Textiles (17),animal-based,0,0,6.97102662241536e-08,0,0,0
EU-27,LAM,"Butter, Ghee",Milk,Textiles (17),animal-based,0,0,1.75433720995991e-09,0,0,0
EU-27,LAM,Wool (Clean Eq.),"Hides, skins, wool",Textiles (17),animal-based,0,0,0,0,0,0
EU-27,LAM,Bovine Meat,Meat,Textiles (17),animal-based,0,1.45982567229331e-12,0,0,0,0
EU-27,LAM,Mutton & Goat Meat,Meat,Textiles (17),animal-based,0,1.20600332795465e-21,0,0,0,0
EU-27,LAM,Pigmeat,Meat,Textiles (17),animal-based,0,1.06738852132026e-24,0,0,0,0
EU-27,LAM,Poultry Meat,Meat,Textiles (17),animal-based,0,1.876145065999e-24,0,0,0,0
EU-27,LAM,"Meat, Other",Meat,Textiles (17),animal-based,0,4.56732768799089e-10,0,0,0,0
EU-27,LAM,"Offals, Edible",Meat,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,LAM,"Fats, Animals, Raw",Animal fats,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,Rice and products,Cereals,Textiles (17),other crops,1.84265204190549e-10,2.11970044273445e-07,4.92236701327903e-10,2.39266731662313e-10,7.33304779337234e-10,2.9045747379157e-10
EU-27,OCE,Wheat and products,Cereals,Textiles (17),other crops,3.19994610115369e-05,7.5052884612104e-05,4.07163366259277e-06,3.80457798237729e-05,0.000120954892990014,4.31773606515633e-05
EU-27,OCE,Barley and products,Cereals,Textiles (17),other crops,8.09764495272603e-06,0,1.1961850966794e-06,9.89032488129999e-06,3.15699348124209e-05,1.16064746761288e-05
EU-27,OCE,Maize and products,Cereals,Textiles (17),other crops,1.86267734123249e-07,8.02351829343112e-05,1.09125756904267e-07,5.29658518572537e-07,1.73907862300806e-06,1.01378525999774e-06
EU-27,OCE,Oats,Cereals,Textiles (17),other crops,7.94067284762746e-07,1.63461356388412e-05,1.22541552294471e-07,1.06358217916386e-06,3.17770273559192e-06,1.19701250336647e-06
EU-27,OCE,Millet and products,Cereals,Textiles (17),other crops,4.01707197261312e-08,0,4.62576628752992e-09,4.74369224325961e-08,1.31134745977922e-07,4.70360562979188e-08
EU-27,OCE,Sorghum and products,Cereals,Textiles (17),other crops,2.51939426440149e-07,3.27448968241493e-06,2.58962095554524e-08,3.09992929168234e-07,7.92417869873379e-07,2.87718119593065e-07
EU-27,OCE,"Cereals, Other",Cereals,Textiles (17),other crops,5.35902319012023e-08,1.25633811675998e-06,5.9596951120106e-09,6.51412531101904e-08,3.33872670956826e-07,1.02786218196008e-09
EU-27,OCE,Potatoes and products,Roots and tubers,Textiles (17),other crops,1.53930997816893e-08,1.67063404076721e-06,1.45794453331887e-08,7.80441227307356e-08,3.38336179527145e-07,1.53382232278608e-07
EU-27,OCE,Sweet potatoes,Roots and tubers,Textiles (17),other crops,2.19518464670628e-10,2.57252850234275e-08,5.56808501260749e-11,2.59225636286753e-10,1.55674282014781e-09,1.08720744444809e-09
EU-27,OCE,Sugar cane,Sugar crops,Textiles (17),other crops,2.45709345468598e-08,1.9032226054948e-06,8.16644115831069e-08,3.99795121508644e-07,9.79946390364231e-08,3.46069095602288e-08
EU-27,OCE,Beans,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,8.29236452012255e-09,0,1.33464566623876e-09,9.79231278915775e-09,5.02690710145464e-08,1.67236301932705e-08
EU-27,OCE,Peas,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,6.84023255407423e-08,0,1.11715081072716e-08,8.25269428809943e-08,5.44310612671986e-07,1.73284906148291e-07
EU-27,OCE,"Pulses, Other and products","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,6.19307263703853e-07,0,7.26892638606969e-08,7.31329456642833e-07,1.92138639009078e-07,0
EU-27,OCE,Nuts and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.97713437940933e-09,9.92668602255391e-07,2.09546581440188e-10,2.33476449598809e-09,2.13007773303454e-09,2.0715984830667e-09
EU-27,OCE,Soyabeans,Oil crops,Textiles (17),other crops,4.38292280915601e-09,0,5.76807386776817e-10,5.17571929861995e-09,4.6861627780391e-09,4.55184796282874e-09
EU-27,OCE,Groundnuts,Oil crops,Textiles (17),other crops,5.60556861133236e-11,1.23322509449312e-08,9.27760019596252e-12,6.6195210147901e-11,4.93669868675829e-11,4.44245735639933e-11
EU-27,OCE,Sunflower seed,Oil crops,Textiles (17),other crops,9.52322357830892e-10,0,9.896083104616e-11,1.12458134002176e-09,9.24330595930732e-10,8.68445104658038e-10
EU-27,OCE,Rape and Mustardseed,Oil crops,Textiles (17),other crops,3.30789484975952e-05,0,3.53887362364464e-06,3.91388295151676e-05,3.96950440331475e-05,3.7304011379306e-05
EU-27,OCE,Seed cotton,Oil crops,Textiles (17),other crops,1.52483528498879e-05,0.0115603050545976,1.79621220640774e-06,1.80065215733354e-05,0.000156144935423566,1.40310306032794e-05
EU-27,OCE,Olives (including preserved),Oil crops,Textiles (17),other crops,3.10071896743785e-09,3.70616614965937e-07,3.53211054788934e-10,3.66158650246805e-09,3.4983285884665e-09,3.23248586025837e-09
EU-27,OCE,"Oilcrops, Other",Oil crops,Textiles (17),other crops,1.12351950990472e-07,4.17345576755655e-06,3.54133777579306e-08,2.36315605355805e-07,0,0
EU-27,OCE,Onions,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,7.06784784250078e-15,5.87320345229987e-12,1.52503342687989e-15,8.34630178786672e-15,1.02722915925982e-13,4.20499567979473e-14
EU-27,OCE,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,8.99623494241381e-11,5.54378167890075e-09,1.7569086219466e-10,5.80709449042718e-10,1.98467228481051e-09,7.26434734864352e-10
EU-27,OCE,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,9.04033918984511e-09,5.81057339102868e-07,9.01101618166548e-09,5.80425538237621e-08,1.16508494241723e-07,3.41547431538354e-08
EU-27,OCE,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.70711394715927e-08,2.05139486382652e-06,1.37676240929431e-08,8.21442196860201e-08,1.4854532719186e-07,4.68492586765273e-08
EU-27,OCE,"Fruits, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.55001907653333e-07,4.13345985068405e-07,9.49608173113423e-07,2.16581706222761e-06,5.91843788192373e-08,1.45228242789772e-07
EU-27,OCE,"Spices, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,3.0740203282107e-08,2.35607240497113e-07,1.33220852102273e-08,2.79053135000124e-06,0,0
EU-27,OCE,Tobacco,"Tobacco, rubber",Textiles (17),other crops,4.02242562564275e-09,8.11310358879719e-08,6.0646157120353e-10,8.10067109397958e-08,4.36756174675578e-08,2.56194800549117e-08
EU-27,OCE,Fodder crops,Fodder crops,Textiles (17),other crops,1.06269957382099e-06,0.000349626764520296,8.08212837548607e-06,3.05201033375781e-06,1.71917032853601e-05,2.43072495263281e-06
EU-27,OCE,Grazing,Grazing,Textiles (17),other crops,0,0,1.46332387310416e-06,0.00110611471252039,8.26780615558903e-05,5.55569943952013e-05
EU-27,OCE,Cottonseed,Fibre crops,Textiles (17),fibre crops,0,0,3.58359730709697e-08,0,0,0
EU-27,OCE,Sugar (Raw Equivalent),"Sugar, sweeteners",Textiles (17),other crops,0,0,8.11996586217892e-09,0,0,0
EU-27,OCE,"Sweeteners, Other","Sugar, sweeteners",Textiles (17),other crops,0,0,2.68251512861044e-07,0,0,0
EU-27,OCE,Sunflowerseed Oil,Vegetable oils,Textiles (17),other crops,0,0,8.74101851737202e-11,0,0,0
EU-27,OCE,Rape and Mustard Oil,Vegetable oils,Textiles (17),other crops,0,0,2.27019911105518e-07,0,0,0
EU-27,OCE,Cottonseed Oil,Vegetable oils,Textiles (17),other crops,0,0,1.95911850036721e-09,0,0,0
EU-27,OCE,Olive Oil,Vegetable oils,Textiles (17),other crops,0,0,3.21171150875584e-10,0,0,0
EU-27,OCE,"Oilcrops Oil, Other",Vegetable oils,Textiles (17),other crops,0,0,1.87513643071729e-07,0,0,0
EU-27,OCE,Soyabean Cake,Oil cakes,Textiles (17),other crops,0,0,3.46917766727396e-10,0,0,0
EU-27,OCE,Groundnut Cake,Oil cakes,Textiles (17),other crops,0,0,3.6220368221154e-11,0,0,0
EU-27,OCE,Sunflowerseed Cake,Oil cakes,Textiles (17),other crops,0,0,7.15110937353576e-11,0,0,0
EU-27,OCE,Rape and Mustard Cake,Oil cakes,Textiles (17),other crops,0,0,1.13508282543322e-08,0,0,0
EU-27,OCE,Cottonseed Cake,Oil cakes,Textiles (17),other crops,0,0,5.84891350797236e-10,0,0,0
EU-27,OCE,Sesameseed Cake,Oil cakes,Textiles (17),other crops,0,0,3.57295194817306e-11,0,0,0
EU-27,OCE,"Oilseed Cakes, Other",Oil cakes,Textiles (17),other crops,0,0,4.23576093919473e-10,0,0,0
EU-27,OCE,Wine,Alcohol,Textiles (17),other crops,0,0,4.06546671568694e-08,0,0,0
EU-27,OCE,"Beverages, Alcoholic",Alcohol,Textiles (17),other crops,0,0,8.4120301086922e-10,0,0,0
EU-27,OCE,"Alcohol, Non-Food",Ethanol,Textiles (17),other crops,0,0,4.70157017434093e-07,0,0,0
EU-27,OCE,Cotton lint,Fibre crops,Textiles (17),fibre crops,0,0,1.21646168628326e-05,0,0,0
EU-27,OCE,Cattle,Live animals,Textiles (17),animal-based,0,2.34185806621651e-05,2.79487078257876e-06,0,0,0
EU-27,OCE,Buffaloes,Live animals,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,Sheep,Live animals,Textiles (17),animal-based,0,0.00110322890323947,0.000380202873448173,0,0,0
EU-27,OCE,Goats,Live animals,Textiles (17),animal-based,0,3.80923172690605e-07,5.84119218940682e-08,0,0,0
EU-27,OCE,Pigs,Live animals,Textiles (17),animal-based,0,1.36463109747588e-08,1.7187056733321e-09,0,0,0
EU-27,OCE,Poultry Birds,Live animals,Textiles (17),animal-based,0,3.1459470113097e-08,7.0961755350598e-10,0,0,0
EU-27,OCE,Horses,Live animals,Textiles (17),animal-based,0,3.21009012286538e-08,2.3493305948341e-09,0,0,0
EU-27,OCE,Camels,Live animals,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,Milk - Excluding Butter,Milk,Textiles (17),animal-based,0,0,1.06058914075621e-07,0,0,0
EU-27,OCE,"Butter, Ghee",Milk,Textiles (17),animal-based,0,0,3.18205770966868e-08,0,0,0
EU-27,OCE,Eggs,Eggs,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,Wool (Clean Eq.),"Hides, skins, wool",Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,Bovine Meat,Meat,Textiles (17),animal-based,0,1.65048930144289e-22,0,0,0,0
EU-27,OCE,Mutton & Goat Meat,Meat,Textiles (17),animal-based,0,2.7273685067226e-23,0,0,0,0
EU-27,OCE,Pigmeat,Meat,Textiles (17),animal-based,0,1.16556919467213e-25,0,0,0,0
EU-27,OCE,"Meat, Other",Meat,Textiles (17),animal-based,0,3.67189673871502e-26,0,0,0,0
EU-27,OCE,"Offals, Edible",Meat,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,"Fats, Animals, Raw",Animal fats,Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,Hides and skins,"Hides, skins, wool",Textiles (17),animal-based,0,0,0,0,0,0
EU-27,OCE,"Fish, Seafood",Fish,Textiles (17),animal-based,0,0,1.5508243355016e-07,0,0,0
EU-27,EU,Wheat and products,Cereals,Textiles (17),other crops,0.000186048912220074,0.000464389053261504,4.51146373593707e-05,0.000174515015356757,0.00203123844098853,0.000275080886602513
EU-27,EU,Barley and products,Cereals,Textiles (17),other crops,3.67127824812434e-05,4.63232398537856e-05,8.85257304245639e-06,2.71733350460504e-05,0.000354854489292902,3.94076863395832e-05
EU-27,EU,Maize and products,Cereals,Textiles (17),other crops,0.000125569093284117,0.00555756150342368,3.90823365823798e-05,0.000140013227907157,0.00139275745814811,0.000145602958904887
EU-27,EU,Rye and products,Cereals,Textiles (17),other crops,1.00521358180454e-05,0,2.19274435323475e-06,1.77642955923047e-06,8.85874174618787e-05,7.0452483860317e-06
EU-27,EU,Oats,Cereals,Textiles (17),other crops,1.75140919173897e-06,7.16987361292352e-05,4.60880929281897e-07,2.17413505865733e-06,1.13816069164168e-05,1.59006696529187e-06
EU-27,EU,Millet and products,Cereals,Textiles (17),other crops,6.8544347581014e-09,0,1.17933328906686e-09,5.95858655663091e-09,4.11420520998268e-08,7.85453244951893e-09
EU-27,EU,Sorghum and products,Cereals,Textiles (17),other crops,2.590847675422e-07,2.21276960989746e-07,5.4514270216589e-08,2.38344055535146e-07,1.75937868508866e-06,2.82185333850824e-07
EU-27,EU,"Cereals, Other",Cereals,Textiles (17),other crops,1.30479143502107e-05,5.43142513896521e-05,2.70227162622425e-06,3.43870928577053e-06,7.08639692942413e-05,1.23656711356096e-05
EU-27,EU,Potatoes and products,Roots and tubers,Textiles (17),other crops,1.09213306623955e-05,0.000560894549896683,3.36429660676542e-06,1.02205630663733e-05,0.000137822632386424,2.9223104970049e-05
EU-27,EU,Sugar beet,Sugar crops,Textiles (17),other crops,2.55235683804439e-06,2.10256080708491e-05,7.42028501352602e-07,1.52322329712318e-06,4.03091994727111e-05,4.54348116043507e-06
EU-27,EU,Peas,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.4984718932696e-07,9.44568638158135e-07,3.95942274348447e-08,3.12136163537914e-07,1.13494111284172e-06,3.11557805035726e-07
EU-27,EU,"Pulses, Other and products","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,3.35030630210605e-06,0.000126785237307127,3.97702050913745e-07,1.44622758106797e-05,1.46506946600306e-05,9.50980267322486e-06
EU-27,EU,Soyabeans,Oil crops,Textiles (17),other crops,3.9792558416955e-06,0.00034050743928494,7.11586554802352e-07,2.94792225492264e-06,1.00002509057079e-05,5.00673938397201e-06
EU-27,EU,Sunflower seed,Oil crops,Textiles (17),other crops,4.81300458225212e-05,0.00197303376165329,6.33321546432996e-06,0.00010783109730435,0.000281533475566996,4.84303026807628e-05
EU-27,EU,Rape and Mustardseed,Oil crops,Textiles (17),other crops,0.00023891510739412,0.000268586662737103,4.76218145144033e-05,0.000122520868611739,0.00327357456859607,0.000336426626767502
EU-27,EU,"Oilcrops, Other",Oil crops,Textiles (17),other crops,9.4323912714256e-06,9.14818791556234e-05,1.75059139497631e-06,2.01579054872822e-05,2.29795102068655e-05,6.09441164629464e-06
EU-27,EU,Onions,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.46513521983864e-11,2.19859100030147e-09,6.91609421512782e-12,3.98969921563724e-12,1.85871606014562e-10,3.50837169878642e-11
EU-27,EU,"Vegetables, Other","Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,6.00035315827391e-08,7.0017518540429e-06,1.55902490743494e-08,2.43649267591904e-07,9.0421600274794e-07,2.09034314858298e-07
EU-27,EU,Apples and products,"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,1.16867886490818e-06,8.30366463466687e-05,1.88465103424128e-07,1.73963357124461e-06,8.06366392268778e-06,1.22426726154663e-06
EU-27,EU,Grapes and products (excl wine),"Vegetables, fruit, nuts, pulses, spices",Textiles (17),other crops,2.96841215579428e-06,4.54058499473719e-05,3.31234601715906e-07,5.84195907013826e-06,1.63947371487621e-05,2.25672668497625e-06
